query_id,query,label_it,label_bus
b62e6645,We need one version of truth for company KPIs,data_warehouse,reporting_foundation
269019b4,"We need to detect fraudulent credit card transactions the moment they are submitted, before authorization is approved.",stream_processing,real_time_processing
7d085be7,Our trading platform must process market price updates and trigger buy/sell alerts within milliseconds.,stream_processing,real_time_processing
2c87904f,We want to monitor ATM activity across the country in real time and alert security if unusual patterns emerge.,stream_processing,real_time_processing
385194d4,Customer clicks on our website need to be analyzed instantly to personalize the homepage before it loads.,stream_processing,real_time_processing
46c56e0b,IoT sensors on factory machines send readings every second and we need to trigger maintenance alerts immediately.,stream_processing,real_time_processing
f3ca45eb,We receive thousands of payment events per second and need a live dashboard showing transaction volume.,stream_processing,real_time_processing
8dd239f4,Our logistics system needs to update delivery status the moment a parcel is scanned at any depot.,stream_processing,real_time_processing
1dd0d4e2,We want to send a push notification to a customer within seconds of their card being declined.,stream_processing,real_time_processing
78d88574,Live sports betting odds must update instantly based on game events as they happen.,stream_processing,real_time_processing
e44f2d7d,Patient vital signs from hospital monitors need to be streamed to doctors in real time.,stream_processing,real_time_processing
cea176c5,We need to aggregate social media mentions of our brand as they are posted and surface trending topics.,stream_processing,real_time_processing
e26ab5ca,Our ride-hailing app must match drivers to passengers in under two seconds.,stream_processing,real_time_processing
4f493b4d,Energy consumption meters send readings every minute and we want real-time anomaly detection.,stream_processing,real_time_processing
f31c2481,We need to capture every mouse movement and interaction on our trading UI for real-time compliance monitoring.,stream_processing,real_time_processing
16466049,Our call center needs a live feed of ongoing complaints to display on a manager dashboard.,stream_processing,real_time_processing
35546e5e,"Every night we extract customer records from our CRM, transform them, and load them into the data warehouse.",etl_pipeline,data_consolidation
f0b5706d,We need to consolidate sales data from 12 regional offices into one central report every Monday morning.,etl_pipeline,data_consolidation
cd57bc88,Our payroll system needs to pull employee hours from three different HR tools and calculate salaries each month.,etl_pipeline,data_consolidation
d1ba51e9,We receive flat files from partner banks every evening and need to load them into our reconciliation system.,etl_pipeline,data_consolidation
60fadf47,"Our regulatory reporting requires combining transaction data, customer data, and product data into a weekly submission file.",etl_pipeline,data_consolidation
d50eb909,We need to migrate five years of historical loan data from a legacy system into our new core banking platform.,etl_pipeline,data_consolidation
e9aee500,Product inventory levels from our warehouse system need to sync with our e-commerce platform every two hours.,etl_pipeline,data_consolidation
871c9f65,"We process insurance claims overnight by joining policy data, customer data, and claims submissions.",etl_pipeline,data_consolidation
6fbd8168,Our marketing team needs a weekly extract of customer purchase history to feed into campaign targeting tools.,etl_pipeline,data_consolidation
a8a91423,We need to aggregate all server logs from the past 24 hours and load summarized metrics into our monitoring database.,etl_pipeline,data_consolidation
c983a4ed,Student exam results from multiple schools need to be collected and standardized into a national database each term.,etl_pipeline,data_consolidation
6a32c414,We pull financial statements from all subsidiaries monthly and consolidate them for group reporting.,etl_pipeline,data_consolidation
635225e4,Our data science team needs a nightly refresh of features computed from raw transaction data.,etl_pipeline,data_consolidation
de9c8ab7,We receive XML files from government systems weekly and need to parse and load them into our database.,etl_pipeline,data_consolidation
80229723,Healthcare providers send us patient discharge summaries in CSV format daily for billing reconciliation.,etl_pipeline,data_consolidation
6d22e789,Our finance team needs a single source of truth for revenue figures that all departments agree on.,data_warehouse,reporting_foundation
d77c6442,"Executives need a unified dashboard showing KPIs across sales, operations, and customer service with consistent definitions.",data_warehouse,reporting_foundation
9d4f93ad,We want analysts to be able to run complex queries across five years of transaction history without slowing down production systems.,data_warehouse,reporting_foundation
2c7803e9,Our BI team needs a central repository where all business metrics are pre-calculated and ready for reporting.,data_warehouse,reporting_foundation
a3bc9a74,Different departments calculate customer lifetime value differently and we need one agreed definition stored centrally.,data_warehouse,reporting_foundation
7f3f9770,We need historical trend analysis across product lines going back ten years for strategic planning.,data_warehouse,reporting_foundation
70dc1f2a,"Our compliance team needs a structured store of all customer interactions queryable by date, channel, and product.",data_warehouse,reporting_foundation
63f97955,"Marketing needs to slice customer behaviour data by demographics, geography, and purchase category for campaign planning.",data_warehouse,reporting_foundation
323faae7,"We want self-service analytics so any business user can query clean, trusted data without asking IT.",data_warehouse,reporting_foundation
25ae4b4a,"Our board needs monthly financial reports that combine data from accounting, operations, and HR in one place.",data_warehouse,reporting_foundation
bf5d2b3c,We need a central store of student performance data so school administrators can compare results across years.,data_warehouse,reporting_foundation
9b34c2ae,"Our procurement team needs spend analytics across all suppliers, categories, and cost centres going back three years.",data_warehouse,reporting_foundation
7aaced92,We want to track claim settlement rates over time and compare them across insurance product lines.,data_warehouse,reporting_foundation
38f5f539,"Our HR department needs headcount, attrition, and salary data consolidated from four regional HR systems.",data_warehouse,reporting_foundation
8b0ebc4e,"We need structured storage of all energy consumption data by site, meter, and time period for regulatory reporting.",data_warehouse,reporting_foundation
81b12001,"We want to store all raw clickstream logs, transaction files, and emails so we can build ML models later.",data_lake,raw_data_storage
fd48df58,Our security team needs to archive all network traffic logs indefinitely for forensic investigation purposes.,data_lake,raw_data_storage
a741e143,"We receive unstructured data from social media, PDFs, images, and audio files and want one place to store it all cheaply.",data_lake,raw_data_storage
fd861eb0,"Our data science team wants access to raw, unprocessed customer data in its original form for exploratory analysis.",data_lake,raw_data_storage
1b8b9aa5,We generate terabytes of sensor data from vehicles daily and need cheap long-term storage before we know how to use it.,data_lake,raw_data_storage
5a13fed6,"Medical imaging files, doctor notes, and lab results need to be stored in one place for future AI research.",data_lake,raw_data_storage
198c28b5,We want to land all data from every source system in raw format before we decide how to transform it.,data_lake,raw_data_storage
d6244f57,Our research team needs years of satellite imagery stored accessibly for climate modelling experiments.,data_lake,raw_data_storage
f3735ba3,We archive all customer call recordings and chat transcripts for potential future analysis and compliance.,data_lake,raw_data_storage
7198bac6,"Our legal team requires all contracts, emails, and documents to be stored in original format for e-discovery.",data_lake,raw_data_storage
c06f9ca3,We collect millions of rows of raw telemetry from our mobile app and want to store it all before filtering.,data_lake,raw_data_storage
d44068fd,Game event logs from millions of players need to be stored cheaply for future game design analytics.,data_lake,raw_data_storage
3b66ddf8,We want a single landing zone for data from all our acquisitions before we integrate them properly.,data_lake,raw_data_storage
fb8ad915,"Our journalism team needs a searchable archive of every article, image, and video ever published.",data_lake,raw_data_storage
92897b33,We receive government open data in many formats and want to store it all for public policy research.,data_lake,raw_data_storage
f363fc63,Our mobile banking app needs to show the customer's real-time balance from the core banking system.,api_integration,system_connectivity
39cee168,We want to connect our CRM to our email marketing tool so customer segments sync automatically.,api_integration,system_connectivity
a95033bb,"Our checkout system needs to call a payment gateway, a fraud check service, and a loyalty system simultaneously.",api_integration,system_connectivity
2af5d757,Partners should be able to show our product information automatically without our teams sending updates manually.,api_integration,system_connectivity
9d4f2acd,Our ERP system needs to send purchase orders to supplier systems automatically when stock drops below threshold.,api_integration,system_connectivity
634ffd63,We want third-party fintech apps to access customer account data securely through open banking standards.,api_integration,system_connectivity
f1a6ae02,Our HR system needs to automatically provision accounts in IT systems when a new employee is hired.,api_integration,system_connectivity
78ed8d93,We need to integrate our ticketing system with Slack so support agents get notified instantly of new issues.,api_integration,system_connectivity
52566c7d,Our insurance platform needs to pull vehicle data from government registries to validate claims automatically.,api_integration,system_connectivity
8fe7b067,We want to embed a credit score check from a bureau directly into our loan application workflow.,api_integration,system_connectivity
e1373f32,Our accounting software needs to receive invoices from supplier portals automatically without manual entry.,api_integration,system_connectivity
2788a6d6,We need to connect our hospital information system to national health registry for automatic patient verification.,api_integration,system_connectivity
9507d9da,Customers should see live delivery options and prices at checkout without staff updating them manually.,api_integration,system_connectivity
83a5d0aa,We want to push transaction data to our analytics platform the moment a payment is processed.,stream_processing,real_time_processing
2201f635,Our compliance system needs to call a sanctions screening service for every new customer during onboarding.,api_integration,system_connectivity
de240e03,Our fraud model and credit scoring model both need customer spend history but each team computes it differently.,ml_feature_store,ai_data_preparation
21e1ddcf,We have ten ML models in production and each one recomputes the same customer features from scratch.,ml_feature_store,ai_data_preparation
688f3a28,"Features computed in training are calculated differently at inference time, causing model performance to degrade.",ml_feature_store,ai_data_preparation
f92ad139,We want to reuse engineered features across multiple recommendation models without duplicating computation.,ml_feature_store,ai_data_preparation
c6e570e3,"Our data scientists need access to pre-computed, validated features without waiting for engineering to build pipelines.",ml_feature_store,ai_data_preparation
57412f0c,We need point-in-time correct features for model training to avoid data leakage from the future.,ml_feature_store,ai_data_preparation
b7f29c75,Marketing and risk teams both need customer engagement scores but currently calculate them in different ways.,ml_feature_store,ai_data_preparation
bfcb5020,We want to version our features so we can reproduce model training results from six months ago exactly.,ml_feature_store,ai_data_preparation
9954309f,Our churn model needs 200 features and refreshing them all nightly is slowing down our pipelines significantly.,ml_feature_store,ai_data_preparation
dc87f0a6,We want a catalogue of all available ML features so teams can discover and reuse them across projects.,ml_feature_store,ai_data_preparation
4db447f8,Our product recommendation engine needs user behaviour features available in under 10ms at serving time.,ml_feature_store,ai_data_preparation
e8089a4b,We need to ensure that the same feature definitions are used consistently across training and production environments.,ml_feature_store,ai_data_preparation
7afa442f,Different squads keep rebuilding the same customer lifetime value feature independently wasting engineering time.,ml_feature_store,ai_data_preparation
e1dbd749,Our risk models need historical feature snapshots going back two years for backtesting purposes.,ml_feature_store,ai_data_preparation
c7d1d974,We want to monitor feature drift in production and alert when a feature distribution changes significantly.,stream_processing,real_time_processing
63ca1e54,Every morning 500 analysts run the same executive dashboard and the database slows to a crawl.,data_caching,performance_optimization
ff7be4d9,Our product pages load slowly because every visit triggers a fresh database query for prices and stock.,data_caching,performance_optimization
6bb538e7,We want to store session tokens and user preferences so login is fast without hitting the database each time.,data_caching,performance_optimization
c79aa410,Our risk calculation engine runs the same Monte Carlo simulations repeatedly with the same inputs.,data_caching,performance_optimization
3e0886ea,Our API is getting hammered by repeated requests for the same reference data that almost never changes.,data_caching,performance_optimization
8c90ee8d,Leaderboard rankings in our game are queried millions of times per hour but only update every five minutes.,data_caching,performance_optimization
26d4e072,We want to pre-compute and cache personalised product recommendations so the homepage loads instantly.,data_caching,performance_optimization
c8d5bbcd,Our search autocomplete is slow because it queries the full product index on every keystroke.,data_caching,performance_optimization
3ac8e7e1,Exchange rates and currency conversion data are queried thousands of times per minute but only change hourly.,data_caching,performance_optimization
f4c6cc9f,We want to materialise complex aggregation queries so reports open in seconds instead of minutes.,data_caching,performance_optimization
ea128ac6,Our mobile app makes repeated API calls for the same static configuration data on every screen load.,data_caching,performance_optimization
3d4a7e58,Frequently accessed customer profile data should be cached in memory to reduce latency for the service desk.,data_caching,performance_optimization
2c73ffa4,We need to cache the results of regulatory calculation runs so auditors can retrieve them instantly.,data_caching,performance_optimization
6dedd4d8,Our map application recalculates the same popular routes repeatedly instead of storing precomputed results.,data_caching,performance_optimization
a3d1e9ad,We want to cache aggregated sales metrics so the BI tool does not hit the warehouse on every page refresh.,data_caching,performance_optimization
a0dc79fd,Our relationship managers open the same customer 360 dashboard hundreds of times a day and the database cannot keep up.,data_caching,performance_optimization
df557508,Branch staff need instant access to product rates and terms but every lookup is hitting the core banking system.,data_caching,performance_optimization
4d90f4e2,Our mobile banking app fetches the same account summary on every login which is causing unnecessary load on backend systems.,data_caching,performance_optimization
68c80bd7,Regulatory reference data like country codes and product classifications never change but are queried millions of times daily.,data_caching,performance_optimization
fba79509,Our fraud scoring API needs customer profile features available in under five milliseconds but the database query takes two seconds.,ml_feature_store,ai_data_preparation
75aae5c1,The same stress test results are retrieved repeatedly by different teams but each request reruns the full calculation.,data_caching,performance_optimization
1ed289c2,Our internet banking portal recalculates available credit limit on every page load instead of storing the result.,data_caching,performance_optimization
d117113b,Exchange rate lookups for currency conversion are hitting our FX system thousands of times per minute with the same requests.,data_caching,performance_optimization
244553a8,Our probability of default model and our early warning system both need customer financial ratio features but compute them inconsistently.,ml_feature_store,ai_data_preparation
dfc6b0b9,We want to reuse behavioural features computed for fraud detection in our next best offer recommendation engine.,ml_feature_store,ai_data_preparation
a1854afe,Our credit scoring model uses different definitions of customer tenure than our churn model causing inconsistent decisions.,ml_feature_store,ai_data_preparation
b7a20021,We need features calculated at the exact point in time a loan was approved so we can fairly backtest our models.,ml_feature_store,ai_data_preparation
dca01b36,Our AML transaction monitoring model needs hundreds of aggregated features available within milliseconds at inference time.,ml_feature_store,ai_data_preparation
c466549b,Different data science teams keep rebuilding the same customer risk indicators independently wasting months of effort.,ml_feature_store,ai_data_preparation
c2542329,We want to detect when input features to our credit model start drifting so we can retrain before performance degrades.,ml_feature_store,ai_data_preparation
95d6a5b9,Our regulatory stress testing models need point in time snapshots of customer exposure features for each historical scenario.,ml_feature_store,ai_data_preparation
d7755855,"Our loan origination system needs to call the credit bureau, land registry and fraud blacklist simultaneously during application.",api_integration,system_connectivity
fd7846a7,We want to offer open banking so approved third party apps can access customer account data securely.,api_integration,system_connectivity
6f47d498,Trade documents should be checked automatically against external authorities so staff do not have to do it by hand.,api_integration,system_connectivity
8c075ad0,We need to integrate with SWIFT gpi so customers can track their international payments in real time.,api_integration,system_connectivity
c3e35f85,"Our digital onboarding flow needs to call identity verification, sanctions screening and PEP check services in sequence.",api_integration,system_connectivity
35291fb2,We want to push debit and credit notifications to customers through their preferred channels the moment transactions post.,stream_processing,real_time_processing
62f5533a,Our corporate banking portal needs to pull live foreign exchange rates from multiple providers and show the best price.,api_integration,system_connectivity
8bca91ea,We need to connect our collateral management system to triparty agents so margin calls are automated end to end.,api_integration,system_connectivity
471bef6f,"We want to preserve all raw SWIFT messages, call recordings and chat logs in case regulators request them years later.",data_lake,raw_data_storage
8e2c0163,Our innovation team wants access to unprocessed customer transaction data to experiment with new fraud detection approaches.,data_lake,raw_data_storage
6b1ba646,"We need to store all document scans from customer onboarding including passports, utility bills and signed contracts.",data_lake,raw_data_storage
ceb20ba4,Our quant team wants years of raw market tick data available for backtesting trading strategies.,data_lake,raw_data_storage
429032a5,"We receive unstructured data from news feeds, social media and analyst reports and want to store it all for future NLP work.",data_lake,raw_data_storage
58ce10e1,All voice recordings from our trading floor need to be archived in original format for compliance purposes.,data_lake,raw_data_storage
dd743ecf,We want a landing zone where data from every acquired bank is stored as-is before we decide how to integrate it.,data_lake,raw_data_storage
68078f05,Our stress testing team needs raw economic scenario data from multiple providers stored in one accessible place.,data_lake,raw_data_storage
26a71dcd,Leadership needs one trusted view of the companys total risk exposure.,data_warehouse,reporting_foundation
c480ea36,Customer-facing teams need one complete view of each customer in one place.,data_warehouse,reporting_foundation
5ef499cc,The board needs one agreed set of risk numbers for reporting instead of different versions from different teams.,data_warehouse,reporting_foundation
54190f00,We want branch managers to be able to compare their performance against peers using the same metrics and definitions.,data_warehouse,reporting_foundation
cf4b0fe8,Our product team needs to analyse which customer segments are most profitable across the full product range.,data_warehouse,reporting_foundation
5323e8d5,We need historical loan performance data going back ten years to build better credit models.,data_warehouse,reporting_foundation
e6bc13d4,Our audit committee needs to query any historical transaction or customer record for regulatory investigations.,data_warehouse,reporting_foundation
3afa10df,"We want a single repository of customer net promoter scores, complaint history and churn risk for the retention team.",data_warehouse,reporting_foundation
e0578e86,"We need to produce the daily general ledger by combining transactions from retail, corporate and investment banking systems every night.",etl_pipeline,data_consolidation
d07028b5,"Our SWIFT messages need to be parsed, enriched with customer data, and loaded into our payments database each morning.",etl_pipeline,data_consolidation
2e64c766,We receive account statements from 20 correspondent banks in different formats and need to normalise and load them nightly.,etl_pipeline,data_consolidation
cf7c3d1a,"Our credit risk team needs a monthly refresh of customer financial data pulled from bureau, internal systems and market data providers.",etl_pipeline,data_consolidation
9c2c032b,We need to extract all transactions above reporting threshold each day and format them for regulatory submission.,etl_pipeline,data_consolidation
24871d01,"Our mortgage system needs nightly synchronisation with the land registry, credit bureau and insurance provider.",etl_pipeline,data_consolidation
fd6a607f,We process cheque clearing by batching all images received during the day and running them through our recognition system overnight.,etl_pipeline,data_consolidation
f57cf65e,Our finance team needs all branch cash positions consolidated each evening before the next day opens.,etl_pipeline,data_consolidation
7e6457b4,"We need to block suspicious wire transfers before they leave the bank, not discover them the next morning.",stream_processing,real_time_processing
34bfa015,Our anti-money laundering team needs to see transaction patterns forming in real time across multiple accounts.,stream_processing,real_time_processing
ecd5ba16,When a customer's card is used abroad we want to send a push notification before they even leave the terminal.,stream_processing,real_time_processing
ac81d7fb,Our treasury desk needs live exposure calculations as traders execute positions throughout the day.,stream_processing,real_time_processing
eff44fd1,We want to detect when a customer is going through financial distress by monitoring transaction behaviour as it happens.,stream_processing,real_time_processing
496956fc,Our correspondent banking team needs real-time visibility of nostro account balances as payments flow through.,stream_processing,real_time_processing
63582b82,We need to enforce daily spending limits on corporate cards the moment a transaction is attempted.,stream_processing,real_time_processing
dcf9f927,Our operations centre needs a live view of all pending settlements to manage intraday liquidity.,stream_processing,real_time_processing
209e83bf,Nobody in the bank knows who is responsible for the customer master data and every team maintains their own version.,data_governance,data_ownership
4a5a4fe9,We cannot answer the regulator's question about where the number in our annual report came from.,data_governance,data_ownership
507d67ff,Three different departments have three different definitions of what counts as an active customer.,data_governance,data_ownership
d755db0a,"Junior analysts have access to full customer financial data they do not need for their role, which is a compliance risk.",data_governance,data_ownership
13fbd844,"We do not know which systems contain personal data, making it impossible to respond to GDPR subject access requests.",data_governance,data_ownership
26b6b3ac,Our data scientists are using a dataset that was deprecated two years ago because nobody told them a new version existed.,data_governance,data_ownership
3796c92b,"There is no agreed definition of default across our credit risk, finance and regulatory reporting teams.",data_governance,data_ownership
c483da74,When a senior employee leaves they take all knowledge of what certain database columns mean with them.,data_governance,data_ownership
9e0456e1,We need to prove to the auditor that nobody tampered with the transaction data used in our financial statements.,data_governance,data_ownership
f67e722e,Our data is shared with third party vendors but we have no visibility of what they do with it after receiving it.,data_governance,data_ownership
787eea2b,Business users are creating their own spreadsheet copies of database extracts and making decisions from outdated figures.,data_governance,data_ownership
b73b0a7e,We have no process for retiring old datasets so the data catalogue is full of tables that no longer exist.,data_governance,data_ownership
d4464445,Different countries in our group apply different data retention rules making global compliance reporting impossible.,data_governance,data_ownership
c608c20d,Our merger has left us with two customer databases and no policy for which one is the authoritative source of truth.,data_governance,data_ownership
c5507313,Sensitive credit committee documents are stored on shared drives with no access controls or audit trail.,data_governance,data_ownership
2cda54ba,We cannot tell which version of our risk model was used to make a specific lending decision six months ago.,data_governance,data_ownership
7db4567d,There is no approval process before new data pipelines go to production so bad data enters our warehouse unchecked.,data_governance,data_ownership
14b15a46,Our privacy team cannot identify all the places where a customer's date of birth is stored across our systems.,data_governance,data_ownership
48a6f151,Analysts across the bank are spending hours each week searching for data because there is no central catalogue.,data_governance,data_ownership
5b7dc1d2,We have no policy on how long raw transaction logs should be kept so some regions delete them after 90 days and others never do.,data_governance,data_ownership
9b2fe8a0,Our cloud migration revealed that nobody documented which legacy tables were still in active use and which were abandoned.,data_governance,data_ownership
c09741bc,Two business units are collecting the same customer consent information in different formats making consolidation impossible.,data_governance,data_ownership
17fc9fee,We failed a model risk review because we could not demonstrate the data used to train the model was fit for purpose.,data_governance,data_ownership
6947c807,There is no process for business users to flag when data looks wrong so errors go unnoticed for months.,data_quality,data_trust
feb01037,Our data sharing agreements with partners are not documented anywhere making legal review extremely difficult.,data_governance,data_ownership
816914a0,Our Basel III reports show different risk weighted assets depending on which system produces the number.,data_quality,data_trust
2933ff24,Customer due diligence records are incomplete across our systems making KYC refresh extremely difficult.,data_quality,data_trust
b6b8821a,We have duplicate customer records across our retail and private banking systems with no way to link them.,data_quality,data_trust
ee226dfe,Our transaction monitoring system is generating too many false positives because the underlying customer data is unreliable.,data_quality,data_trust
b3d6a2da,Interest calculations are wrong because the same product has different rate definitions in different systems.,data_quality,data_trust
315819e4,We failed a regulatory audit because we could not demonstrate the lineage of figures in our liquidity coverage ratio report.,data_governance,data_ownership
3348ab2d,Account opening data is missing mandatory fields because branches are finding workarounds in the onboarding system.,data_quality,data_trust
b1dea11f,Our credit decisions are being challenged because the income data used in scoring comes from an unvalidated source.,data_quality,data_trust
de5bc499,Our reports show different customer counts depending on which system you query and nobody knows which is correct.,data_quality,data_trust
551a5bf6,We discovered that 30% of our customer email addresses are invalid and our campaigns are failing because of it.,data_quality,data_trust
905a42e1,Regulators are asking us to prove the lineage of every number in our capital adequacy report.,data_governance,data_ownership
2cc13732,Our data scientists complain they spend 80% of their time cleaning data before they can do any analysis.,data_quality,data_trust
e6b444fa,"We have no idea who owns which dataset, and people keep using outdated versions of the same table.",data_governance,data_ownership
4990d558,Product prices in our database have duplicates and inconsistencies that cause wrong charges to customers.,data_quality,data_trust
42ecb8ee,We need to ensure patient records are complete and consistent before they are shared with insurance providers.,data_quality,data_trust
d5befbea,Our ML model performance is degrading because the input data has started drifting from what it was trained on.,data_quality,data_trust
c564c4ea,We need automated checks that validate incoming data files before they are loaded into production systems.,data_quality,data_trust
5d33cdc2,Nobody in our organisation knows what the column named cust_ref_id actually means or where it comes from.,data_governance,data_ownership
505e7f18,We need a data catalogue so analysts can discover and understand available datasets without asking engineers.,data_governance,data_ownership
3ffd890a,Our GDPR compliance requires us to track exactly where personal data is stored and who has accessed it.,data_governance,data_ownership
72607517,Supplier codes are entered differently across regions making it impossible to get a global view of spend.,data_quality,data_trust
ce1587a5,We need master data management to ensure one consistent definition of a customer across all systems.,data_governance,data_ownership
ede1e139,Test data in our development environment contains real customer personal data which is a compliance risk.,data_governance,data_ownership
1d5f5323,We need to detect safety issues from live plant data immediately so operators can react before they become dangerous.,stream_processing,real_time_processing
fac1e7b9,Air traffic control needs to track the position of every aircraft in national airspace and detect collision risks in real time.,stream_processing,real_time_processing
c342e771,Our national power grid must detect voltage fluctuations across thousands of nodes instantly to prevent cascading blackouts.,stream_processing,real_time_processing
ccb90cba,Military drones transmit telemetry continuously and command must be able to override flight paths with zero latency.,stream_processing,real_time_processing
76ca8add,Our high frequency trading system executes thousands of orders per second and latency above one millisecond costs millions.,stream_processing,real_time_processing
af598fe0,Doctors need immediate alerts when a patient's condition starts getting worse.,stream_processing,real_time_processing
19c80d76,Our satellite ground station receives continuous telemetry from 47 active satellites and must flag anomalies immediately.,stream_processing,real_time_processing
df9a4295,National border security cameras must perform real-time facial recognition against watchlists as travellers pass through.,stream_processing,real_time_processing
22i9736,"Our autonomous vehicle fleet sends sensor data from LiDAR, cameras and GPS at 100 frames per second requiring instant processing.",stream_processing,real_time_processing
48d601a6,The stock exchange matching engine must pair buy and sell orders in microseconds across millions of simultaneous participants.,stream_processing,real_time_processing
ffcedf37,"Our telecommunications network must detect and reroute around node failures across 10,000 km of fibre within milliseconds.",stream_processing,real_time_processing
5b6bbadb,"Emergency dispatch needs a live map of all ambulances, fire engines and police units updating their positions every second.",stream_processing,real_time_processing
0a6cc5d5,We need to spot pipeline leaks as soon as they happen so we can act immediately.,stream_processing,real_time_processing
267b14a2,The national cyber security centre needs to detect and respond to intrusion attempts across government networks as they happen.,stream_processing,real_time_processing
0dd2ee47,Our particle accelerator generates petabytes of collision data per second and we need to filter relevant events in real time.,stream_processing,real_time_processing
2f0fa53f,Our smart city traffic management system adjusts signal timing dynamically based on live vehicle density at every junction.,stream_processing,real_time_processing
f4e43620,The central bank needs to monitor systemic risk across all clearing and settlement activity in the national payment system in real time.,stream_processing,real_time_processing
f08c3909,Weather data keeps arriving throughout the day and forecasts need to update continuously.,stream_processing,real_time_processing
35a06163,Our gaming platform needs to react instantly to player actions even during peak usage.,stream_processing,real_time_processing
4bb87349,"The dam monitoring system tracks water pressure, seismic activity and structural stress and must alert engineers instantly.",stream_processing,real_time_processing
e2ed0b97,Our submarine cable network must detect signal degradation across transoceanic links and reroute traffic before customers notice.,stream_processing,real_time_processing
857ee9ae,A national vaccine distribution system needs to track cold chain temperatures for millions of doses in transit in real time.,stream_processing,real_time_processing
i9ep0o99,We need to detect anomalies in launch data immediately before they turn into failures.,stream_processing,real_time_processing
b55cc401,Flood warnings need to be issued quickly when river data shows rising risk.,stream_processing,real_time_processing
8f0c1edf,Our content delivery network must detect DDoS attacks and reroute traffic across 200 edge nodes before services degrade.,stream_processing,real_time_processing
2a3a0408,Census data comes from many different sources and needs to be combined into one national view.,etl_pipeline,data_consolidation
2047b135,We need to combine financial data from many parts of the business into one group report.,etl_pipeline,data_consolidation
4524378c,"Our military logistics command needs to consolidate supply chain data from army, navy and air force systems every morning.",etl_pipeline,data_consolidation
747f0f38,Patient records are spread across many healthcare providers and we need one unified view.,etl_pipeline,data_consolidation
